                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    275,                0.94682,                0.52416,                 1.0295,                0.96113,                0.92053,                0.96839,                0.71091,                0.99021,                0.48766,                 1.1431,              0.0072973,              0.0072973,              0.0072973
                    276,                0.95174,                0.53422,                  1.029,                0.96849,                0.92302,                0.97206,                0.71853,                0.96072,                0.46784,                 1.1313,              0.0072874,              0.0072874,              0.0072874
                    277,                0.92489,                0.52114,                 1.0287,                0.96025,                0.93359,                0.97517,                0.72311,                 0.9444,                0.44771,                 1.1251,              0.0072775,              0.0072775,              0.0072775
                    278,                0.93869,                0.52857,                 1.0293,                0.96479,                0.92309,                0.97522,                 0.7197,                 0.9635,                0.45311,                  1.133,              0.0072676,              0.0072676,              0.0072676
                    279,                0.93006,                0.52293,                 1.0253,                0.96798,                0.93303,                0.97108,                0.71046,                0.97875,                0.46995,                 1.1453,              0.0072577,              0.0072577,              0.0072577
                    280,                0.93621,                0.52065,                 1.0279,                0.96252,                0.93303,                0.97206,                0.71147,                0.97417,                0.46042,                 1.1403,              0.0072478,              0.0072478,              0.0072478
                    281,                0.93694,                0.52098,                 1.0246,                0.96932,                0.92743,                0.97192,                0.70971,                0.98403,                0.45867,                 1.1464,              0.0072379,              0.0072379,              0.0072379
                    282,                0.93798,                0.52303,                 1.0245,                0.95628,                0.93393,                0.97352,                 0.6977,                 0.9904,                0.46823,                 1.1439,               0.007228,               0.007228,               0.007228
                    283,                0.92893,                0.52154,                  1.024,                0.95922,                0.93293,                0.96979,                 0.7018,                0.98874,                0.47286,                 1.1436,              0.0072181,              0.0072181,              0.0072181
                    284,                0.93556,                0.51838,                 1.0278,                0.95974,                 0.9327,                0.97186,                 0.6997,                 0.9896,                0.47672,                 1.1579,              0.0072082,              0.0072082,              0.0072082
                    285,                0.92903,                  0.517,                 1.0249,                 0.9704,                0.91989,                0.97342,                0.70665,                0.98444,                0.46817,                 1.1561,              0.0071983,              0.0071983,              0.0071983
                    286,                0.93323,                0.52096,                 1.0256,                0.96367,                0.92758,                0.97304,                0.70986,                0.98087,                0.46011,                 1.1496,              0.0071884,              0.0071884,              0.0071884
                    287,                0.93527,                  0.518,                 1.0233,                0.94438,                0.94621,                0.97204,                0.70391,                0.97571,                0.46608,                 1.1389,              0.0071785,              0.0071785,              0.0071785
                    288,                0.93442,                0.52131,                 1.0226,                0.96101,                0.93507,                0.97259,                0.70511,                0.99691,                0.46777,                  1.144,              0.0071686,              0.0071686,              0.0071686
                    289,                0.92894,                 0.5184,                 1.0218,                0.95534,                0.94521,                0.97364,                0.70083,                0.99822,                0.46092,                 1.1473,              0.0071587,              0.0071587,              0.0071587
                    290,                0.93399,                0.52493,                 1.0266,                0.95873,                0.93993,                0.97363,                0.70453,                0.99648,                0.46113,                 1.1418,              0.0071488,              0.0071488,              0.0071488
                    291,                0.93126,                0.51453,                 1.0237,                0.94761,                0.93748,                0.97438,                 0.7041,                0.98891,                0.46668,                 1.1348,              0.0071389,              0.0071389,              0.0071389
                    292,                0.93044,                0.51735,                   1.02,                 0.9673,                0.92982,                 0.9748,                0.71041,                0.96798,                0.47166,                 1.1254,               0.007129,               0.007129,               0.007129
                    293,                0.93157,                0.51862,                 1.0217,                0.97016,                0.91793,                0.97066,                0.70145,                 1.0001,                 0.4827,                 1.1393,              0.0071191,              0.0071191,              0.0071191
                    294,                0.92344,                0.51792,                 1.0203,                0.97025,                0.93002,                0.97044,                0.70231,                0.98809,                 0.4784,                 1.1311,              0.0071092,              0.0071092,              0.0071092
                    295,                 0.9335,                0.51823,                 1.0209,                0.97721,                 0.9227,                0.96844,                0.70066,                 1.0019,                 0.4866,                 1.1416,              0.0070993,              0.0070993,              0.0070993
                    296,                0.91704,                0.51302,                 1.0164,                0.97411,                0.92438,                0.96931,                0.69733,                0.99895,                0.48487,                 1.1442,              0.0070894,              0.0070894,              0.0070894
                    297,                0.92132,                0.51574,                 1.0163,                0.94437,                0.94561,                0.96902,                 0.7077,                0.99232,                0.47745,                 1.1399,              0.0070795,              0.0070795,              0.0070795
                    298,                0.92467,                0.51892,                 1.0207,                0.97566,                0.91925,                0.97242,                0.70724,                 0.9894,                0.46474,                 1.1336,              0.0070696,              0.0070696,              0.0070696
                    299,                0.91683,                0.51167,                 1.0182,                0.97174,                0.92982,                0.97188,                0.71473,                0.97078,                0.45169,                 1.1262,              0.0070597,              0.0070597,              0.0070597
                    300,                0.92605,                0.51453,                 1.0169,                0.97588,                0.93591,                0.97391,                0.72677,                0.93107,                0.43482,                 1.1145,              0.0070498,              0.0070498,              0.0070498
                    301,                0.92248,                0.51354,                 1.0193,                 0.9714,                0.93012,                0.97438,                 0.7233,                0.94529,                0.43903,                 1.1246,              0.0070399,              0.0070399,              0.0070399
                    302,                0.92447,                0.51114,                 1.0182,                0.96501,                0.93524,                0.97391,                0.72024,                 0.9497,                0.43817,                 1.1248,                0.00703,                0.00703,                0.00703
                    303,                0.91885,                0.51396,                 1.0128,                0.96609,                0.92573,                 0.9744,                0.72024,                0.95593,                0.44297,                 1.1268,              0.0070201,              0.0070201,              0.0070201
                    304,                0.91221,                0.51067,                 1.0153,                0.96675,                0.93536,                 0.9732,                0.71634,                0.96518,                0.45094,                 1.1275,              0.0070102,              0.0070102,              0.0070102
                    305,                0.92127,                0.51057,                  1.015,                0.97518,                0.92406,                 0.9717,                0.71401,                0.97576,                0.45537,                  1.128,              0.0070003,              0.0070003,              0.0070003
                    306,                0.92443,                0.50941,                 1.0184,                0.97396,                0.92142,                0.96942,                0.70967,                0.97679,                0.46149,                 1.1299,              0.0069904,              0.0069904,              0.0069904
                    307,                0.91477,                0.50386,                 1.0108,                0.96193,                0.92822,                0.96755,                0.71043,                0.96131,                 0.4638,                 1.1193,              0.0069805,              0.0069805,              0.0069805
                    308,                0.91572,                0.50725,                 1.0194,                0.98527,                0.90042,                0.96588,                0.70614,                 0.9722,                0.46831,                 1.1237,              0.0069706,              0.0069706,              0.0069706
                    309,                0.90441,                0.50438,                 1.0137,                 0.9473,                0.93217,                 0.9664,                0.71147,                0.95817,                0.46412,                 1.1234,              0.0069607,              0.0069607,              0.0069607
                    310,                0.92087,                0.51498,                 1.0164,                0.95575,                0.92437,                0.96759,                0.71152,                0.95148,                0.46437,                 1.1213,              0.0069508,              0.0069508,              0.0069508
                    311,                0.91181,                0.50825,                 1.0154,                0.94849,                0.93976,                0.96831,                0.71041,                0.95806,                0.45787,                 1.1181,              0.0069409,              0.0069409,              0.0069409
                    312,                0.92117,                 0.5144,                 1.0176,                0.96535,                  0.931,                0.96963,                 0.7109,                0.96535,                0.45861,                  1.119,               0.006931,               0.006931,               0.006931
                    313,                0.91779,                0.51019,                  1.012,                0.94206,                0.94067,                0.96713,                0.71108,                0.97084,                 0.4649,                 1.1192,              0.0069211,              0.0069211,              0.0069211
                    314,                0.91269,                0.50376,                 1.0117,                0.96161,                0.93142,                0.96751,                0.70795,                0.96654,                0.46741,                 1.1135,              0.0069112,              0.0069112,              0.0069112
                    315,                0.90933,                 0.5084,                 1.0119,                0.95745,                0.94745,                0.96776,                0.71105,                0.97045,                0.46324,                  1.119,              0.0069013,              0.0069013,              0.0069013
                    316,                0.91128,                0.50907,                  1.012,                0.96413,                0.93881,                 0.9686,                0.71401,                0.95744,                0.46949,                 1.1078,              0.0068914,              0.0068914,              0.0068914
                    317,                 0.9092,                0.50703,                  1.014,                0.96468,                0.92854,                0.96863,                0.71446,                0.95721,                0.46404,                 1.1054,              0.0068815,              0.0068815,              0.0068815
                    318,                0.91386,                0.50627,                 1.0167,                0.95041,                0.94886,                0.96684,                0.71439,                0.95412,                0.46374,                 1.1048,              0.0068716,              0.0068716,              0.0068716
                    319,                0.91105,                0.51179,                  1.014,                0.94153,                0.94969,                0.96663,                0.71294,                0.95887,                0.46134,                 1.1083,              0.0068617,              0.0068617,              0.0068617
                    320,                0.90269,                0.50209,                 1.0103,                0.97286,                0.92307,                0.96624,                 0.7114,                 0.9507,                0.46605,                 1.1058,              0.0068518,              0.0068518,              0.0068518
                    321,                 0.9035,                0.50324,                 1.0073,                0.97898,                0.92452,                0.97086,                0.71726,                0.95339,                0.46055,                 1.1018,              0.0068419,              0.0068419,              0.0068419
                    322,                 0.9093,                0.50466,                 1.0128,                0.95731,                0.94001,                0.97364,                0.72203,                0.95095,                0.45573,                 1.1011,               0.006832,               0.006832,               0.006832
                    323,                0.90721,                0.50403,                   1.01,                0.96517,                0.93806,                0.97316,                0.72388,                0.94685,                0.45711,                 1.1025,              0.0068221,              0.0068221,              0.0068221
                    324,                0.90129,                0.50056,                 1.0092,                0.97393,                0.93719,                 0.9747,                0.72555,                0.94326,                0.44606,                 1.1013,              0.0068122,              0.0068122,              0.0068122
                    325,                0.90677,                0.50482,                   1.01,                0.97121,                0.93976,                0.97211,                0.72796,                0.94923,                0.44758,                  1.106,              0.0068023,              0.0068023,              0.0068023
                    326,                0.91147,                0.50811,                 1.0128,                0.97174,                0.93655,                0.97078,                0.72091,                0.94984,                0.45149,                 1.1049,              0.0067924,              0.0067924,              0.0067924
                    327,                0.90544,                0.50472,                 1.0094,                0.96525,                0.92911,                0.96861,                0.72098,                0.95006,                0.45588,                 1.1056,              0.0067825,              0.0067825,              0.0067825
                    328,                0.90581,                0.50504,                 1.0102,                0.96594,                0.92361,                0.96738,                0.71926,                0.95703,                0.46176,                 1.1052,              0.0067726,              0.0067726,              0.0067726
                    329,                0.89696,                0.49845,                 1.0058,                 0.9665,                0.92234,                0.96752,                0.71907,                0.95274,                0.46097,                 1.1019,              0.0067627,              0.0067627,              0.0067627
                    330,                 0.8956,                0.50242,                 1.0046,                0.95969,                0.93529,                0.96935,                0.71349,                0.95873,                0.46303,                 1.1052,              0.0067528,              0.0067528,              0.0067528
                    331,                0.89651,                0.49593,                0.99964,                0.97276,                0.93375,                0.96994,                0.71881,                0.95806,                0.45886,                 1.1074,              0.0067429,              0.0067429,              0.0067429
                    332,                0.90405,                0.50683,                 1.0043,                0.96746,                0.93367,                0.97253,                0.71869,                0.95081,                0.45767,                 1.1078,               0.006733,               0.006733,               0.006733
                    333,                0.89639,                0.49862,                 1.0065,                0.98076,                0.93356,                0.97442,                0.72206,                 0.9357,                0.44719,                 1.1065,              0.0067231,              0.0067231,              0.0067231
                    334,                0.90398,                0.49726,                 1.0109,                0.95389,                0.94783,                0.97437,                0.72369,                0.93719,                0.44912,                  1.108,              0.0067132,              0.0067132,              0.0067132
                    335,                0.89869,                 0.5014,                 1.0067,                0.94224,                0.96129,                0.97476,                0.72366,                0.93582,                0.45164,                  1.103,              0.0067033,              0.0067033,              0.0067033
                    336,                0.89973,                0.49685,                 1.0073,                0.94381,                0.94674,                0.97117,                0.71445,                0.93877,                0.44376,                 1.1012,              0.0066934,              0.0066934,              0.0066934
                    337,                0.89438,                  0.496,                 1.0052,                0.94882,                0.95033,                0.97061,                0.71912,                0.93715,                0.44567,                 1.0998,              0.0066835,              0.0066835,              0.0066835
                    338,                0.89994,                0.50147,                  1.004,                0.95558,                0.94648,                0.97072,                0.71791,                0.94007,                0.44301,                 1.0978,              0.0066736,              0.0066736,              0.0066736
                    339,                0.89819,                0.49457,                 1.0057,                0.95347,                0.95866,                0.97281,                0.72577,                0.93905,                0.43299,                  1.096,              0.0066637,              0.0066637,              0.0066637
                    340,                0.89973,                0.50125,                 1.0096,                0.95248,                0.95481,                0.97343,                0.72334,                0.94752,                0.43282,                 1.1024,              0.0066538,              0.0066538,              0.0066538
                    341,                0.89249,                0.49767,                 1.0041,                0.95649,                0.94872,                0.97295,                0.72362,                0.94041,                0.43677,                 1.0981,              0.0066439,              0.0066439,              0.0066439
                    342,                0.88493,                0.49328,                 0.9966,                 0.9533,                 0.9421,                0.97322,                 0.7225,                  0.936,                0.43866,                 1.0985,               0.006634,               0.006634,               0.006634
                    343,                0.89404,                0.49597,                0.99634,                0.96284,                0.94244,                 0.9731,                0.72223,                0.93131,                0.44178,                 1.0973,              0.0066241,              0.0066241,              0.0066241
                    344,                0.88908,                 0.4968,                0.99961,                0.96318,                0.94228,                0.97588,                0.72306,                0.92756,                0.44444,                  1.094,              0.0066142,              0.0066142,              0.0066142
                    345,                0.89578,                0.49564,                 1.0018,                0.96203,                0.94243,                0.97667,                0.72574,                 0.9249,                0.44133,                 1.0905,              0.0066043,              0.0066043,              0.0066043
                    346,                0.88059,                0.49009,                0.99833,                0.97027,                0.93701,                0.97403,                 0.7259,                0.92883,                 0.4443,                 1.0912,              0.0065944,              0.0065944,              0.0065944
                    347,                  0.894,                 0.5016,                 1.0057,                0.95557,                0.95033,                0.97441,                0.73014,                0.93036,                0.44132,                  1.091,              0.0065845,              0.0065845,              0.0065845
                    348,                0.90121,                0.49742,                  1.008,                0.97625,                0.93056,                0.97509,                0.72755,                0.93538,                0.44004,                 1.0909,              0.0065746,              0.0065746,              0.0065746
                    349,                 0.8922,                0.49197,                0.99832,                0.95706,                0.95146,                0.97558,                0.72856,                0.93914,                0.43431,                 1.0944,              0.0065647,              0.0065647,              0.0065647
                    350,                0.88376,                0.48831,                 1.0012,                0.95459,                0.95727,                0.97579,                0.73341,                0.93303,                0.42865,                 1.0916,              0.0065548,              0.0065548,              0.0065548
                    351,                0.88909,                0.49276,                 1.0048,                0.95041,                0.95866,                0.97533,                0.73408,                0.93132,                0.43396,                 1.0908,              0.0065449,              0.0065449,              0.0065449
                    352,                0.89118,                0.49894,                 1.0057,                0.95909,                0.94816,                0.97534,                 0.7342,                0.93685,                0.43264,                 1.0896,               0.006535,               0.006535,               0.006535
                    353,                0.87947,                0.48639,                0.99595,                0.95563,                0.95396,                0.97542,                0.73484,                0.93077,                0.43333,                 1.0883,              0.0065251,              0.0065251,              0.0065251
                    354,                 0.8881,                0.49544,                 1.0008,                0.95506,                0.95604,                0.97549,                0.73042,                 0.9336,                 0.4355,                 1.0903,              0.0065152,              0.0065152,              0.0065152
                    355,                0.88355,                0.49228,                0.99644,                0.95562,                0.95097,                0.97485,                0.73361,                0.93112,                0.43225,                 1.0921,              0.0065053,              0.0065053,              0.0065053
                    356,                0.88005,                 0.4886,                0.99831,                0.96564,                0.95341,                0.97474,                0.73481,                0.92088,                0.43058,                 1.0883,              0.0064954,              0.0064954,              0.0064954
                    357,                0.88289,                0.49172,                0.99604,                0.97376,                0.94927,                0.97513,                0.74257,                0.90511,                0.42235,                 1.0788,              0.0064855,              0.0064855,              0.0064855
                    358,                0.89016,                0.48933,                  1.001,                 0.9667,                0.94958,                0.97531,                0.74093,                0.91306,                0.42601,                 1.0831,              0.0064756,              0.0064756,              0.0064756
                    359,                 0.8826,                0.48602,                0.99643,                 0.9526,                0.95459,                0.97549,                0.73785,                0.91714,                0.42859,                 1.0844,              0.0064657,              0.0064657,              0.0064657
                    360,                 0.8795,                0.48633,                 1.0001,                0.95992,                0.95704,                0.97513,                0.73834,                 0.9224,                0.43049,                 1.0856,              0.0064558,              0.0064558,              0.0064558
                    361,                0.87593,                0.48372,                 0.9986,                0.96645,                0.95528,                0.97518,                0.74065,                0.92216,                 0.4331,                 1.0843,              0.0064459,              0.0064459,              0.0064459
                    362,                0.88128,                0.48963,                0.99331,                0.97311,                0.95128,                0.97273,                0.73772,                0.92865,                0.43909,                  1.088,               0.006436,               0.006436,               0.006436
                    363,                0.87361,                0.48686,                0.99481,                0.97225,                0.94656,                 0.9719,                0.73759,                0.93048,                0.43965,                 1.0904,              0.0064261,              0.0064261,              0.0064261
                    364,                0.87777,                0.48342,                 0.9932,                0.98135,                0.93587,                0.97285,                0.73936,                0.92678,                0.43563,                 1.0913,              0.0064162,              0.0064162,              0.0064162
                    365,                0.86817,                0.48249,                0.99352,                0.97312,                0.94848,                0.97371,                0.74079,                0.91881,                0.43269,                 1.0901,              0.0064063,              0.0064063,              0.0064063
                    366,                0.87841,                0.48522,                0.99423,                0.97029,                0.96026,                0.97745,                 0.7435,                0.90662,                0.42541,                  1.084,              0.0063964,              0.0063964,              0.0063964
                    367,                0.87776,                0.49054,                0.99587,                 0.9768,                0.95632,                0.97755,                  0.748,                0.90544,                0.42668,                 1.0848,              0.0063865,              0.0063865,              0.0063865
                    368,                 0.8733,                0.48676,                0.99459,                0.96941,                0.95033,                0.97799,                0.74329,                0.90245,                0.42063,                 1.0805,              0.0063766,              0.0063766,              0.0063766
                    369,                0.87439,                0.48556,                0.99473,                 0.9642,                0.94978,                 0.9741,                0.73984,                0.90082,                0.42794,                 1.0791,              0.0063667,              0.0063667,              0.0063667
                    370,                0.87452,                0.48529,                0.99445,                0.97204,                0.93702,                0.97333,                0.74418,                0.89682,                0.42997,                 1.0759,              0.0063568,              0.0063568,              0.0063568
                    371,                0.87406,                0.48854,                0.99407,                0.98065,                0.92426,                0.97115,                0.74071,                0.90135,                0.42999,                 1.0759,              0.0063469,              0.0063469,              0.0063469
                    372,                0.87577,                 0.4789,                0.99419,                 0.9695,                0.93041,                0.97127,                0.73966,                0.90863,                0.43294,                 1.0785,               0.006337,               0.006337,               0.006337
                    373,                0.87309,                0.48282,                  0.992,                 0.9619,                0.94026,                0.97234,                0.74057,                0.91004,                0.43247,                 1.0776,              0.0063271,              0.0063271,              0.0063271
                    374,                0.87213,                 0.4882,                0.99536,                0.97484,                0.93234,                 0.9731,                0.73988,                0.91779,                0.42967,                 1.0854,              0.0063172,              0.0063172,              0.0063172
                    375,                0.86857,                0.48238,                 0.9898,                0.96976,                0.92885,                0.97335,                0.73816,                0.92486,                0.42918,                 1.0865,              0.0063073,              0.0063073,              0.0063073
                    376,                0.86936,                0.48548,                 0.9885,                 0.9695,                0.93502,                0.97338,                0.73687,                0.92571,                0.42696,                 1.0882,              0.0062974,              0.0062974,              0.0062974
                    377,                0.86767,                 0.4789,                0.98809,                0.96782,                0.94082,                0.97475,                 0.7375,                0.92653,                0.42886,                 1.0853,              0.0062875,              0.0062875,              0.0062875
                    378,                0.87209,                0.48444,                0.99572,                0.96729,                0.94872,                0.97678,                0.74014,                0.91593,                0.42835,                 1.0798,              0.0062776,              0.0062776,              0.0062776
                    379,                0.87275,                0.48678,                0.99562,                0.96977,                0.95111,                0.97695,                0.74147,                0.91615,                0.42536,                 1.0795,              0.0062677,              0.0062677,              0.0062677
                    380,                0.87309,                0.48507,                0.99341,                0.95764,                0.94872,                0.97609,                0.73416,                0.92406,                0.43075,                 1.0828,              0.0062578,              0.0062578,              0.0062578
                    381,                 0.8735,                0.48622,                 0.9911,                 0.9522,                0.96026,                0.97575,                0.73187,                0.92338,                0.42939,                 1.0821,              0.0062479,              0.0062479,              0.0062479
                    382,                0.87345,                 0.4836,                 0.9917,                0.95702,                0.96026,                0.97601,                0.73627,                0.91652,                0.42426,                 1.0809,               0.006238,               0.006238,               0.006238
                    383,                0.86896,                0.48222,                0.99383,                0.95634,                0.96026,                0.97526,                0.73853,                0.91616,                0.42683,                 1.0802,              0.0062281,              0.0062281,              0.0062281
                    384,                 0.8688,                0.48029,                 0.9883,                0.95105,                0.96026,                 0.9749,                0.73936,                0.91169,                0.42858,                 1.0766,              0.0062182,              0.0062182,              0.0062182
                    385,                0.86201,                0.47751,                0.98891,                0.95593,                0.95064,                0.97381,                0.73682,                0.90764,                0.42844,                 1.0758,              0.0062083,              0.0062083,              0.0062083
                    386,                0.87249,                0.48111,                0.98753,                0.96298,                0.94424,                0.97325,                0.73622,                0.90882,                 0.4254,                 1.0787,              0.0061984,              0.0061984,              0.0061984
                    387,                0.85923,                 0.4745,                0.98531,                0.96401,                0.94699,                 0.9743,                0.73449,                0.91061,                 0.4248,                 1.0792,              0.0061885,              0.0061885,              0.0061885
                    388,                0.86935,                0.47881,                0.98841,                0.96338,                 0.9468,                0.97354,                0.73253,                0.91701,                0.42681,                 1.0808,              0.0061786,              0.0061786,              0.0061786
                    389,                 0.8681,                 0.4785,                0.98986,                0.95145,                0.95642,                0.97308,                0.73863,                0.91241,                0.42875,                 1.0808,              0.0061687,              0.0061687,              0.0061687
                    390,                0.85984,                0.47674,                0.99081,                0.95063,                0.95469,                0.97234,                0.73665,                0.91102,                0.43146,                 1.0792,              0.0061588,              0.0061588,              0.0061588
                    391,                0.86062,                0.47503,                0.98399,                0.94616,                0.95537,                0.97257,                0.73955,                0.91132,                0.43087,                 1.0794,              0.0061489,              0.0061489,              0.0061489
                    392,                0.86041,                 0.4759,                0.98598,                0.95323,                0.95197,                0.97326,                0.74183,                0.90236,                0.42714,                 1.0741,               0.006139,               0.006139,               0.006139
                    393,                 0.8633,                0.47805,                0.98999,                0.95241,                0.95257,                0.97266,                0.74127,                0.89906,                0.42696,                 1.0723,              0.0061291,              0.0061291,              0.0061291
                    394,                0.85189,                0.47375,                0.98265,                0.95225,                0.95033,                0.97247,                0.73983,                0.90392,                0.42834,                 1.0734,              0.0061192,              0.0061192,              0.0061192
                    395,                 0.8631,                0.47739,                 0.9894,                0.95117,                0.95635,                0.97164,                0.73963,                0.90385,                 0.4261,                 1.0733,              0.0061093,              0.0061093,              0.0061093
                    396,                0.86585,                0.48006,                0.98532,                0.95309,                0.94896,                0.97188,                0.74169,                0.90093,                 0.4259,                 1.0706,              0.0060994,              0.0060994,              0.0060994
                    397,                0.85924,                0.47332,                0.98137,                0.95562,                0.94673,                0.97324,                0.74549,                0.89508,                0.42459,                 1.0674,              0.0060895,              0.0060895,              0.0060895
                    398,                 0.8553,                0.47361,                0.98204,                0.95845,                0.95136,                0.97345,                0.74499,                0.89286,                0.42148,                 1.0642,              0.0060796,              0.0060796,              0.0060796
                    399,                 0.8569,                0.47758,                0.98452,                0.95178,                0.95426,                0.97371,                0.74729,                0.89662,                 0.4258,                 1.0646,              0.0060697,              0.0060697,              0.0060697
                    400,                0.85775,                0.47534,                0.98449,                0.95279,                0.94901,                0.97358,                0.74742,                0.89197,                0.42182,                 1.0613,              0.0060598,              0.0060598,              0.0060598
                    401,                0.86405,                0.47882,                0.98367,                 0.9505,                0.95642,                0.97324,                0.74571,                0.89885,                0.42287,                 1.0644,              0.0060499,              0.0060499,              0.0060499
                    402,                 0.8555,                0.47459,                0.98274,                0.95112,                0.94825,                0.97311,                0.74446,                0.89555,                0.41965,                 1.0632,                0.00604,                0.00604,                0.00604
                    403,                0.85843,                0.47352,                0.98513,                0.95344,                0.94653,                0.97229,                0.74481,                0.90109,                0.42037,                 1.0648,              0.0060301,              0.0060301,              0.0060301
                    404,                0.85546,                0.47644,                0.98422,                0.95382,                0.94628,                0.97427,                0.74708,                 0.9062,                0.42013,                 1.0683,              0.0060202,              0.0060202,              0.0060202
                    405,                0.85948,                0.47698,                0.98546,                0.95983,                0.95148,                0.97465,                0.74642,                0.90496,                0.41929,                 1.0678,              0.0060103,              0.0060103,              0.0060103
                    406,                0.84729,                0.46896,                0.98278,                0.95622,                0.95257,                0.97487,                0.74407,                0.90319,                 0.4191,                 1.0673,              0.0060004,              0.0060004,              0.0060004
                    407,                 0.8503,                0.47211,                0.98216,                 0.9552,                0.95257,                0.97502,                 0.7433,                0.90376,                0.41663,                 1.0685,              0.0059905,              0.0059905,              0.0059905
                    408,                0.86586,                0.47343,                0.98806,                0.95529,                0.95257,                0.97508,                 0.7412,                0.90762,                0.41719,                 1.0725,              0.0059806,              0.0059806,              0.0059806
